,Date,Versus,Ground,D/N*,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
26,06-11-1998,Pakistan,National Stadium (Karachi),No,c Aamir Sohail b Arshad Khan,103,101,101.98,,672,32,79.53
27,08-11-1998,Pakistan,Arbab Niaz Stadium,No,not out,26*,24,108.33,,698,33.24,80.32
28,10-11-1998,Pakistan,Gaddafi Stadium,No,c †Moin Khan b Saleem Malik,8,12,66.67,,706,32.09,80.14
29,15-01-1999,England,Melbourne Cricket Ground,Yes,did not bat,-,-,-,,706,32.09,80.14
30,17-01-1999,England,Sydney Cricket Ground,Yes,b A D Mullally,76,87,87.36,,782,34,80.79
31,21-01-1999,Sri Lanka,Bellerive Oval,No,c D P M D Jayawardene b S T Jayasuriya,51,65,78.46,,833,34.71,80.64
32,24-01-1999,Sri Lanka,Adelaide Oval,Yes,c M Muralitharan b U D U Chandana,40,49,81.63,,873,34.92,80.68
33,26-01-1999,England,Adelaide Oval,Yes,b R D B Croft,51,68,75,,924,35.54,80.35
34,31-01-1999,Sri Lanka,WACA Ground,No,c †R S Kaluwitharana b G P Wickramasinghe,20,37,54.05,,944,34.96,79.53
35,05-02-1999,England,Sydney Cricket Ground,Yes,lbw b A J Hollioake,41,57,71.93,,985,35.18,79.18
36,07-02-1999,Sri Lanka,Melbourne Cricket Ground,Yes,c A Ranatunga b T T Samaraweera,27,27,100,,1012,34.9,79.62
37,10-02-1999,England,Sydney Cricket Ground,Yes,c A D Mullally b V J Wells,19,33,57.58,,1031,34.37,79.06
38,13-02-1999,England,Melbourne Cricket Ground,Yes,c N Hussain b V J Wells,71,75,94.67,,1102,35.55,79.91
39,11-04-1999,West Indies,Arnos Vale Ground,No,run out,24,43,55.81,,1126,35.19,79.18
40,14-04-1999,West Indies,National Cricket Stadium (Grenada),No,not out,110*,92,119.57,,1236,38.63,81.64
41,17-04-1999,West Indies,Queen's Park Oval,No,c C L Hooper b P V Simmons,40,48,83.33,,1276,38.67,81.69
42,18-04-1999,West Indies,Queen's Park Oval,No,b C E L Ambrose,12,23,52.17,,1288,37.88,81.26
43,21-04-1999,West Indies,Bourda,No,b C L Hooper,13,24,54.17,,1301,37.17,80.86
44,24-04-1999,West Indies,Kensington Oval,No,c J C Adams b R D King,2,10,20,,1303,36.19,80.48
45,25-04-1999,West Indies,Kensington Oval,No,c †R D Jacobs b C E L Ambrose,8,9,88.89,,1311,35.43,80.53
46,16-05-1999,Scotland,New Road,No,b N R Dyer,0,2,0,,1311,34.5,80.43
47,20-05-1999,New Zealand,Sophia Gardens,No,c N J Astle b C Z Harris,76,94,80.85,,1387,35.56,80.45
48,23-05-1999,Pakistan,Headingley,No,c †Moin Khan b Saqlain Mushtaq,5,9,55.56,,1392,34.8,80.32
49,27-05-1999,Bangladesh,Riverside Ground,No,did not bat,-,-,-,,1392,34.8,80.32
50,30-05-1999,West Indies,Old Trafford,No,c J C Adams b C E L Ambrose,9,13,69.23,,1401,34.17,80.24
51,04-06-1999,India,Kennington Oval,No,run out,26,33,78.79,,1427,33.98,80.21
52,09-06-1999,Zimbabwe,Lord's,No,retired hurt,6*,8,75,,1433,34.12,80.19
53,17-06-1999,South Africa,Edgbaston,No,c †M V Boucher b A A Donald,1,4,25,,1434,33.35,80.07
54,20-06-1999,Pakistan,Lord's,No,not out,13*,9,144.44,,1447,33.65,80.39
55,22-08-1999,Sri Lanka,Galle International Stadium,No,run out,26,40,65,,1473,33.48,80.05
56,23-08-1999,India,Galle International Stadium,No,did not bat,-,-,-,,1473,33.48,80.05
57,26-08-1999,Sri Lanka,R Premadasa Stadium,Yes,b U D U Chandana,5,4,125,,1478,32.84,80.15
58,28-08-1999,India,Sinhalese Sports Club Ground,No,run out,28,40,70,,1506,32.74,79.94
59,31-08-1999,Sri Lanka,R Premadasa Stadium,Yes,c & b U D U Chandana,21,34,61.76,,1527,32.49,79.61
60,24-10-1999,Zimbabwe,Harare Sports Club,No,did not bat,-,-,-,,1527,32.49,79.61
61,14-01-2001,West Indies,Brisbane Cricket Ground,Yes,did not bat,-,-,-,,1527,32.49,79.61
62,17-01-2001,West Indies,Sydney Cricket Ground,No,not out,19*,11,172.73,,1546,32.89,80.15
63,21-01-2001,Zimbabwe,Melbourne Cricket Ground,No,not out,92*,104,88.46,,1638,34.85,80.57
64,26-01-2001,West Indies,Adelaide Oval,Yes,not out,50*,58,86.21,,1688,35.91,80.73
65,28-01-2001,Zimbabwe,Sydney Cricket Ground,Yes,b H H Streak,36,21,171.43,,1724,35.92,81.63
66,30-01-2001,Zimbabwe,Bellerive Oval,No,did not bat,-,-,-,,1724,35.92,81.63
67,28-03-2001,India,Nehru Stadium (Pune),No,run out,1,4,25,,1725,35.2,81.52
68,31-03-2001,India,Nehru Stadium (Indore),No,c H K Badani b A B Agarkar,1,2,50,,1726,34.52,81.49
69,06-04-2001,India,Nehru Stadium (Margao),No,c Yuvraj Singh b S R Tendulkar,1,6,16.67,,1727,33.86,81.31
70,03-02-2002,South Africa,WACA Ground,No,not out,49*,46,106.52,,1776,34.82,81.84
71,22-03-2002,South Africa,Wanderers Stadium,No,c †M V Boucher b R Telemachus,37,53,69.81,,1813,34.87,81.56
72,24-03-2002,South Africa,SuperSport Park,No,not out,13*,18,72.22,,1826,35.12,81.48
73,27-03-2002,South Africa,Senwes Park,No,c †M V Boucher b J H Kallis,33,33,100,,1859,35.08,81.75
74,30-03-2002,South Africa,Mangaung Oval,No,b S M Pollock,39,37,105.41,,1898,35.15,82.13
75,06-04-2002,South Africa,St George's Park,No,st M V Boucher b G C Smith,91,94,96.81,,1989,36.16,82.7
76,12-06-2002,Pakistan,Etihad Stadium,Yes,not out,28*,35,80,,2017,36.67,82.66
77,15-06-2002,Pakistan,Etihad Stadium,Yes,c †Rashid Latif b Azhar Mahmood,31,58,53.45,,2048,36.57,81.99
78,19-06-2002,Pakistan,Brisbane Cricket Ground,Yes,b Shoaib Akhtar,0,1,0,,2048,35.93,81.95
79,15-09-2002,New Zealand,Sinhalese Sports Club Ground,No,c D L Vettori b K D Mills,35,53,66.04,,2083,35.91,81.62
80,19-09-2002,Bangladesh,Sinhalese Sports Club Ground,No,did not bat,-,-,-,,2083,35.91,81.62
81,27-09-2002,Sri Lanka,R Premadasa Stadium,Yes,run out,0,7,0,,2083,35.31,81.4
82,13-12-2002,England,Sydney Cricket Ground,Yes,not out,27*,45,60,,2110,35.76,81.03
83,15-12-2002,England,Melbourne Cricket Ground,Yes,not out,18*,19,94.74,,2128,36.07,81.13
84,22-12-2002,Sri Lanka,WACA Ground,Yes,b R A P Nissanka,119,119,100,,2247,37.45,81.95
85,15-01-2003,Sri Lanka,Brisbane Cricket Ground,Yes,run out,38,49,77.55,,2285,37.46,81.87
86,15-02-2003,India,SuperSport Park,No,did not bat,-,-,-,,2285,37.46,81.87
87,20-02-2003,Netherlands,Senwes Park,No,not out,29*,39,74.36,,2314,37.93,81.77
88,24-02-2003,Zimbabwe,Queens Sports Club,No,not out,56*,48,116.67,,2370,38.85,82.35
89,27-02-2003,Namibia,Senwes Park,No,not out,50*,31,161.29,,2420,39.67,83.19
90,02-03-2003,England,St George's Park,No,c †A J Stewart b C White,37,62,59.68,,2457,39.63,82.7
91,07-03-2003,Sri Lanka,SuperSport Park,No,c P A de Silva b C R D Fernando,10,10,100,,2467,39.16,82.76
92,11-03-2003,New Zealand,St George's Park,No,c N J Astle b A R Adams,4,9,44.44,,2471,38.61,82.64
93,15-03-2003,Kenya,Kingsmead,Yes,c †D O Obuya b A Y A Karim,2,7,28.57,,2473,38.05,82.52
94,18-03-2003,Sri Lanka,St George's Park,No,b S T Jayasuriya,36,66,54.55,,2509,38.02,81.91
