,Date,Versus,Ground,D/N*,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
73,31-08-1999,Sri Lanka,R Premadasa Stadium,Yes,c D P M D Jayawardene b G P Wickramasinghe,21,16,131.25,,2316,34.57,87.56
74,21-10-1999,Zimbabwe,Queens Sports Club,No,c G W Flower b D T Mutendera,14,22,63.64,,2330,34.26,87.36
75,23-10-1999,Zimbabwe,Harare Sports Club,No,c N C Johnson b A M Blignaut,18,34,52.94,,2348,34.03,86.93
76,24-10-1999,Zimbabwe,Harare Sports Club,No,c †A Flower b D T Mutendera,28,17,164.71,,2376,33.94,87.42
77,09-01-2000,Pakistan,Brisbane Cricket Ground,Yes,c †Moin Khan b Abdul Razzaq,27,38,71.05,,2403,33.85,87.19
78,12-01-2000,India,Melbourne Cricket Ground,Yes,c V V S Laxman b J Srinath,3,2,150,,2406,33.42,87.24
79,14-01-2000,India,Sydney Cricket Ground,Yes,c R Dravid b J Srinath,37,51,72.55,,2443,33.47,86.97
80,16-01-2000,Pakistan,Melbourne Cricket Ground,No,lbw b Shoaib Akhtar,21,13,161.54,,2464,33.3,87.31
81,19-01-2000,Pakistan,Sydney Cricket Ground,Yes,c †Moin Khan b Wasim Akram,13,27,48.15,,2477,33.03,86.94
82,23-01-2000,Pakistan,Melbourne Cricket Ground,Yes,c Mohammad Yousuf b Wasim Akram,13,15,86.67,,2490,32.76,86.94
83,26-01-2000,India,Adelaide Oval,Yes,c R Dravid b A Kumble,92,102,90.2,,2582,33.53,87.05
84,30-01-2000,India,WACA Ground,No,c R R Singh b A B Agarkar,6,12,50,,2588,33.18,86.9
85,02-02-2000,Pakistan,Melbourne Cricket Ground,Yes,c Azhar Mahmood b Shoaib Akhtar,9,17,52.94,,2597,32.87,86.71
86,04-02-2000,Pakistan,Sydney Cricket Ground,Yes,c †Moin Khan b Azhar Mahmood,51,42,121.43,,2648,33.1,87.19
87,17-02-2000,New Zealand,Westpac Stadium,Yes,c S P Fleming b C L Cairns,0,4,0,,2648,32.69,87.08
88,19-02-2000,New Zealand,Eden Park,Yes,c R G Twose b D L Vettori,10,13,76.92,,2658,32.41,87.03
89,23-02-2000,New Zealand,Carisbrook,Yes,c C L Cairns b D L Vettori,77,65,118.46,,2735,32.95,87.69
90,26-02-2000,New Zealand,AMI Stadium,Yes,c & b C Z Harris,128,98,130.61,,2863,34.08,89
91,01-03-2000,New Zealand,McLean Park,Yes,c S B Styris b C L Cairns,14,17,82.35,,2877,33.85,88.96
92,03-03-2000,New Zealand,Eden Park,Yes,c C L Cairns b C Z Harris,22,27,81.48,,2899,33.71,88.9
93,12-04-2000,South Africa,Kingsmead,Yes,c †M V Boucher b M Hayward,51,40,127.5,,2950,33.91,89.37
94,14-04-2000,South Africa,Newlands,Yes,b J H Kallis,8,9,88.89,,2958,33.61,89.37
95,16-04-2000,South Africa,Wanderers Stadium,No,c G Kirsten b S M Pollock,10,10,100,,2968,33.35,89.4
96,16-08-2000,South Africa,Etihad Stadium,Yes,run out,1,11,9.09,,2969,32.99,89.13
97,18-08-2000,South Africa,Etihad Stadium,Yes,c S M Pollock b J H Kallis,37,60,61.67,,3006,33.03,88.65
98,20-08-2000,South Africa,Etihad Stadium,No,c N D McKenzie b M Ntini,63,67,94.03,,3069,33.36,88.75
99,07-10-2000,India,Gymkhana Club Ground,No,c S C Ganguly b Z Khan,33,23,143.48,,3102,33.35,89.11
100,11-01-2001,West Indies,Melbourne Cricket Ground,Yes,c N A M McLean b C E Cuffy,7,9,77.78,,3109,33.07,89.08
101,14-01-2001,West Indies,Brisbane Cricket Ground,Yes,c L R Williams b R L Powell,98,122,80.33,,3207,33.76,88.79
102,17-01-2001,West Indies,Sydney Cricket Ground,No,c R L Powell b L R Williams,40,46,86.96,,3247,33.82,88.76
103,21-01-2001,Zimbabwe,Melbourne Cricket Ground,No,c B A Murphy b T J Friend,39,29,134.48,,3286,33.88,89.12
104,26-01-2001,West Indies,Adelaide Oval,Yes,did not bat,-,-,-,,3286,33.88,89.12
105,28-01-2001,Zimbabwe,Sydney Cricket Ground,Yes,c A D R Campbell b B C Strang,63,76,82.89,,3349,34.17,89
106,04-02-2001,Zimbabwe,WACA Ground,No,c †A Flower b H H Streak,30,33,90.91,,3379,34.13,89.01
107,07-02-2001,West Indies,Sydney Cricket Ground,Yes,run out,44,55,80,,3423,34.23,88.89
108,09-02-2001,West Indies,Melbourne Cricket Ground,Yes,c W W Hinds b N A M McLean,5,14,35.71,,3428,33.94,88.69
109,25-03-2001,India,M Chinnaswamy Stadium,Yes,b Z Khan,27,28,96.43,,3455,33.87,88.75
110,28-03-2001,India,Nehru Stadium (Pune),No,did not bat,-,-,-,,3455,33.87,88.75
111,31-03-2001,India,Nehru Stadium (Indore),No,c S C Ganguly b Harbhajan Singh,63,70,90,,3518,34.16,88.77
112,03-04-2001,India,Indira Priyadarshini Stadium,No,c †V Dahiya b J Srinath,6,5,120,,3524,33.88,88.81
113,06-04-2001,India,Nehru Stadium (Margao),No,b S R Tendulkar,76,60,126.67,,3600,34.29,89.37
114,09-06-2001,Pakistan,Sophia Gardens,No,b Shoaib Akhtar,13,13,100,,3613,34.08,89.41
115,10-06-2001,England,County Ground (Bristol),No,c O A Shah b D Gough,4,13,30.77,,3617,33.8,89.22
116,14-06-2001,England,Old Trafford,Yes,c B C Hollioake b D Gough,5,22,22.73,,3622,33.54,88.86
117,19-06-2001,Pakistan,Trent Bridge,Yes,b Saqlain Mushtaq,70,44,159.09,,3692,33.87,89.61
118,21-06-2001,England,Kennington Oval,No,c & b R D B Croft,80,90,88.89,,3772,34.29,89.6
119,23-06-2001,Pakistan,Lord's,No,not out,76*,93,81.72,,3848,34.98,89.43
120,11-01-2002,New Zealand,Melbourne Cricket Ground,Yes,c & b C L Cairns,23,18,127.78,,3871,34.87,89.59
121,13-01-2002,South Africa,Melbourne Cricket Ground,Yes,c A A Donald b S M Pollock,0,1,0,,3871,34.56,89.57
122,20-01-2002,South Africa,Brisbane Cricket Ground,Yes,did not bat,-,-,-,,3871,34.56,89.57
123,22-01-2002,South Africa,Sydney Cricket Ground,No,b S M Pollock,8,13,61.54,,3879,34.33,89.48
124,26-01-2002,New Zealand,Adelaide Oval,Yes,b S E Bond,21,19,110.53,,3900,34.21,89.57
125,29-01-2002,New Zealand,Melbourne Cricket Ground,Yes,b S E Bond,14,8,175,,3914,34.03,89.73
126,03-02-2002,South Africa,WACA Ground,No,b M Ntini,31,40,77.5,,3945,34.01,89.62
127,22-03-2002,South Africa,Wanderers Stadium,No,c N Boje b M Ntini,37,44,84.09,,3982,34.03,89.56
128,24-03-2002,South Africa,SuperSport Park,No,c G Kirsten b S M Pollock,7,11,63.64,,3989,33.81,89.5
129,27-03-2002,South Africa,Senwes Park,No,c †M V Boucher b M Ntini,16,24,66.67,,4005,33.66,89.38
130,30-03-2002,South Africa,Mangaung Oval,No,b R Telemachus,34,59,57.63,,4039,33.66,88.96
131,03-04-2002,South Africa,Kingsmead,Yes,c J C Kent b M Ntini,105,104,100.96,,4144,34.25,89.23
132,06-04-2002,South Africa,St George's Park,No,c M Ntini b R Telemachus,52,34,152.94,,4196,34.39,89.7
133,09-04-2002,South Africa,Newlands,Yes,c J H Kallis b S M Pollock,7,8,87.5,,4203,34.17,89.69
134,12-06-2002,Pakistan,Etihad Stadium,Yes,c Shahid Afridi b Mohammad Sami,56,47,119.15,,4259,34.35,89.99
135,15-06-2002,Pakistan,Etihad Stadium,Yes,c †Rashid Latif b Wasim Akram,0,1,0,,4259,34.07,89.97
136,19-06-2002,Pakistan,Brisbane Cricket Ground,Yes,run out,20,33,60.61,,4279,33.96,89.76
137,30-08-2002,Pakistan,Gymkhana Club Ground,No,c Azhar Mahmood b Wasim Akram,21,32,65.63,,4300,33.86,89.6
138,02-09-2002,Kenya,Gymkhana Club Ground,No,lbw b M A Suji,22,18,122.22,,4322,33.77,89.72
139,04-09-2002,Pakistan,Gymkhana Club Ground,No,b Waqar Younis,15,14,107.14,,4337,33.62,89.77
140,05-09-2002,Kenya,Gymkhana Club Ground,No,c sub b C O Obuya,41,81,50.62,,4378,33.68,89.13
141,07-09-2002,Pakistan,Gymkhana Club Ground,No,b Wasim Akram,0,3,0,,4378,33.42,89.07
142,15-09-2002,New Zealand,Sinhalese Sports Club Ground,No,c M S Sinclair b D R Tuffey,44,30,146.67,,4422,33.5,89.42
143,19-09-2002,Bangladesh,Sinhalese Sports Club Ground,No,lbw b Mohammad Rafique,54,49,110.2,,4476,33.65,89.63
144,27-09-2002,Sri Lanka,R Premadasa Stadium,Yes,c M S Atapattu b H D P K Dharmasena,31,24,129.17,,4507,33.63,89.82
145,13-12-2002,England,Sydney Cricket Ground,Yes,c O A Shah b R C Irani,53,50,106,,4560,33.78,89.98
146,15-12-2002,England,Melbourne Cricket Ground,Yes,b J M Anderson,124,104,119.23,,4684,34.44,90.56
147,09-01-2003,Sri Lanka,Sydney Cricket Ground,Yes,b W P U J C Vaas,6,3,200,,4690,34.23,90.63
148,11-01-2003,England,Bellerive Oval,No,lbw b J M Anderson,2,6,33.33,,4692,34,90.56
149,19-01-2003,England,Adelaide Oval,Yes,c M E Trescothick b A R Caddick,4,5,80,,4696,33.78,90.55
150,21-01-2003,Sri Lanka,Melbourne Cricket Ground,Yes,b W P U J C Vaas,26,23,113.04,,4722,33.73,90.65
151,23-01-2003,England,Sydney Cricket Ground,Yes,not out,69*,37,186.49,,4791,34.22,91.33
152,25-01-2003,England,Melbourne Cricket Ground,Yes,c J M Anderson b A Flintoff,26,32,81.25,,4817,34.16,91.27
153,11-02-2003,Pakistan,Wanderers Stadium,No,c Waqar Younis b Wasim Akram,1,3,33.33,,4818,33.93,91.23
154,15-02-2003,India,SuperSport Park,No,st R Dravid b A Kumble,48,61,78.69,,4866,34.03,91.09
155,24-02-2003,Zimbabwe,Queens Sports Club,No,c sub b D A Marillier,61,64,95.31,,4927,34.22,91.14
156,27-02-2003,Namibia,Senwes Park,No,b B O van Rooi,13,22,59.09,,4940,34.07,91.01
157,02-03-2003,England,St George's Park,No,c M P Vaughan b A R Caddick,22,18,122.22,,4962,33.99,91.11
158,07-03-2003,Sri Lanka,SuperSport Park,No,run out,99,88,112.5,,5061,34.43,91.45
159,11-03-2003,New Zealand,St George's Park,No,lbw b S E Bond,18,20,90,,5079,34.32,91.45
160,15-03-2003,Kenya,Kingsmead,Yes,c †D O Obuya b P J Ongondo,67,43,155.81,,5146,34.54,91.94
161,18-03-2003,Sri Lanka,St George's Park,No,c †K C Sangakkara b P A de Silva,22,20,110,,5168,34.45,92.01
