,Date,Versus,Ground,D/N*,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
19,13-02-1997,South Africa,Kingsmead,Yes,c A A Donald b S M Pollock,5,10,50,,499,29.35,59.62
20,15-02-1997,Zimbabwe,Queens Sports Club,No,run out,2,20,10,,501,27.83,58.46
21,27-04-1997,West Indies,Queen's Park Oval,No,not out,39*,77,50.65,,540,30,57.82
22,30-04-1997,West Indies,Arnos Vale Ground,No,c C E L Ambrose b F A Rose,79,108,73.15,,619,32.58,59.4
23,03-05-1997,West Indies,Kensington Oval,No,b C E L Ambrose,4,5,80,,623,31.15,59.5
24,14-05-1997,New Zealand,M Chinnaswamy Stadium,Yes,c †A C Parore b G R Larsen,62,87,71.26,,685,32.62,60.41
25,17-05-1997,Sri Lanka,Wankhede Stadium,Yes,b W P U J C Vaas,0,1,0,,685,31.14,60.35
26,21-05-1997,Pakistan,MA Chidambaram Stadium,Yes,c Saqlain Mushtaq b Aaqib Javed,33,28,117.86,,718,31.22,61.74
27,18-07-1997,Sri Lanka,R Premadasa Stadium,No,c H D P K Dharmasena b K S C de Silva,11,22,50,,729,30.38,61.52
28,20-07-1997,Pakistan,Sinhalese Sports Club Ground,No,did not bat,-,-,-,,729,30.38,61.52
29,24-07-1997,Bangladesh,Sinhalese Sports Club Ground,No,not out,73*,52,140.38,,802,33.42,64.83
30,26-07-1997,Sri Lanka,R Premadasa Stadium,No,c P A de Silva b H D P K Dharmasena,34,55,61.82,,836,33.44,64.71
31,17-08-1997,Sri Lanka,R Premadasa Stadium,Yes,run out,31,26,119.23,,867,33.35,65.78
32,20-08-1997,Sri Lanka,R Premadasa Stadium,Yes,c H D P K Dharmasena b M Muralitharan,113,126,89.68,,980,36.3,67.87
33,23-08-1997,Sri Lanka,Sinhalese Sports Club Ground,No,c R S Mahanama b K R Pushpakumara,14,20,70,,994,35.5,67.9
34,24-08-1997,Sri Lanka,Sinhalese Sports Club Ground,No,c & b K S C de Silva,17,23,73.91,,1011,34.86,67.99
35,13-09-1997,Pakistan,"Cricket, Skating & Curling Club",No,c Shahid Afridi b Mohammad Akram,17,41,41.46,,1028,34.27,67.28
36,14-09-1997,Pakistan,"Cricket, Skating & Curling Club",No,c Inzamam-ul-Haq b Saqlain Mushtaq,32,86,37.21,,1060,34.19,65.68
37,17-09-1997,Pakistan,"Cricket, Skating & Curling Club",No,did not bat,-,-,-,,1060,34.19,65.68
38,18-09-1997,Pakistan,"Cricket, Skating & Curling Club",No,c Ijaz Ahmed b Azhar Mahmood,2,20,10,,1062,33.19,64.99
39,20-09-1997,Pakistan,"Cricket, Skating & Curling Club",No,not out,75*,75,100,,1137,35.53,66.53
40,21-09-1997,Pakistan,"Cricket, Skating & Curling Club",No,c Azhar Mahmood b Saqlain Mushtaq,96,136,70.59,,1233,37.36,66.83
41,28-09-1997,Pakistan,Niaz Stadium,No,c Hasan Raza b Waqar Younis,0,5,0,,1233,36.26,66.65
42,30-09-1997,Pakistan,National Stadium (Karachi),No,c Shahid Afridi b Waqar Younis,89,96,92.71,,1322,37.77,67.93
43,02-10-1997,Pakistan,Gaddafi Stadium,Yes,c Mohammad Hussain b Saqlain Mushtaq,26,36,72.22,,1348,37.44,68.01
44,11-12-1997,England,Sharjah Cricket Stadium,Yes,b M A Ealham,29,41,70.73,,1377,37.22,68.07
45,14-12-1997,Pakistan,Sharjah Cricket Stadium,Yes,b Wasim Akram,90,128,70.31,,1467,38.61,68.2
46,16-12-1997,West Indies,Sharjah Cricket Stadium,Yes,st D Williams b C L Hooper,70,94,74.47,,1537,39.41,68.46
47,22-12-1997,Sri Lanka,Nehru Stadium (Guwahati),No,b W P U J C Vaas,12,31,38.71,,1549,38.73,68.06
48,25-12-1997,Sri Lanka,Nehru Stadium (Indore),No,did not bat,-,-,-,,1549,38.73,68.06
49,28-12-1997,Sri Lanka,Nehru Stadium (Margao),No,c H P Tillakaratne b M Muralitharan,61,86,70.93,,1610,39.27,68.16
50,10-01-1998,Bangladesh,Bangabandhu National Stadium,No,c †Khaled Mashud b Shafiuddin Ahmed,11,19,57.89,,1621,38.6,68.08
51,11-01-1998,Pakistan,Bangabandhu National Stadium,No,c Inzamam-ul-Haq b Aaqib Javed,13,17,76.47,,1634,38,68.14
52,14-01-1998,Pakistan,Bangabandhu National Stadium,No,lbw b Mushtaq Ahmed,68,87,78.16,,1702,38.68,68.49
53,16-01-1998,Pakistan,Bangabandhu National Stadium,No,c & b Mohammad Hussain,26,43,60.47,,1728,38.4,68.35
54,18-01-1998,Pakistan,Bangabandhu National Stadium,No,b Aaqib Javed,124,138,89.86,,1852,40.26,69.47
55,05-04-1998,Zimbabwe,Reliance Stadium,No,c C B Wishart b G J Whittall,82,129,63.57,,1934,41.15,69.19
56,07-04-1998,Australia,Green Park,No,c †A C Gilchrist b M S Kasprowicz,72,104,69.23,,2006,41.79,69.2
57,09-04-1998,Zimbabwe,Barabati Stadium,No,c †A Flower b H H Streak,13,30,43.33,,2019,41.2,68.93
58,14-04-1998,Australia,Arun Jaitley Stadium,No,c †A C Gilchrist b T M Moody,29,54,53.7,,2048,40.96,68.66
59,17-04-1998,New Zealand,Sharjah Cricket Stadium,Yes,b D J Nash,105,140,75,,2153,42.22,68.94
60,19-04-1998,Australia,Sharjah Cricket Stadium,Yes,b M S Kasprowicz,8,12,66.67,,2161,41.56,68.93
61,20-04-1998,New Zealand,Sharjah Cricket Stadium,Yes,c S P Fleming b C L Cairns,31,36,86.11,,2192,41.36,69.13
62,22-04-1998,Australia,Sharjah Cricket Stadium,Yes,lbw b D W Fleming,17,32,53.13,,2209,40.91,68.97
63,24-04-1998,Australia,Sharjah Cricket Stadium,Yes,c T M Moody b D W Fleming,23,42,54.76,,2232,40.58,68.78
64,14-05-1998,Bangladesh,Punjab Cricket Association IS Bindra Stadium,Yes,c & b Morshed Ali Khan,7,14,50,,2239,39.98,68.7
65,20-05-1998,Kenya,M Chinnaswamy Stadium,Yes,b M A Suji,9,18,50,,2248,39.44,68.6
66,31-05-1998,Kenya,Eden Gardens,Yes,b J O Angara,36,45,80,,2284,39.38,68.75
67,19-06-1998,Sri Lanka,R Premadasa Stadium,Yes,c D P M D Jayawardene b M Muralitharan,80,114,70.18,,2364,40.07,68.8
68,23-06-1998,New Zealand,R Premadasa Stadium,Yes,c †A C Parore b C L Cairns,4,12,33.33,,2368,39.47,68.68
69,01-07-1998,Sri Lanka,Sinhalese Sports Club Ground,No,c P A de Silva b S A Perera,26,27,96.3,,2394,39.25,68.89
70,03-07-1998,New Zealand,Sinhalese Sports Club Ground,No,did not bat,-,-,-,,2394,39.25,68.89
71,07-07-1998,Sri Lanka,R Premadasa Stadium,Yes,c & b M Muralitharan,109,136,80.15,,2503,40.37,69.32
72,12-09-1998,Pakistan,"Cricket, Skating & Curling Club",No,retired hurt,54*,72,75,,2557,41.24,69.43
73,16-09-1998,Pakistan,"Cricket, Skating & Curling Club",No,run out,23,36,63.89,,2580,40.95,69.37
74,19-09-1998,Pakistan,"Cricket, Skating & Curling Club",No,b Azhar Mahmood,10,26,38.46,,2590,40.47,69.16
75,20-09-1998,Pakistan,"Cricket, Skating & Curling Club",No,c Inzamam-ul-Haq b Azhar Mahmood,9,29,31.03,,2599,39.98,68.87
76,26-09-1998,Zimbabwe,Queens Sports Club,No,c †A Flower b H H Streak,11,20,55,,2610,39.55,68.79
77,27-09-1998,Zimbabwe,Queens Sports Club,No,not out,107*,129,82.95,,2717,41.17,69.26
78,30-09-1998,Zimbabwe,Harare Sports Club,No,c †A Flower b A G Huckle,40,61,65.57,,2757,41.15,69.2
79,28-10-1998,Australia,Bangabandhu National Stadium,Yes,c †A C Gilchrist b M S Kasprowicz,1,6,16.67,,2758,40.56,69.12
80,31-10-1998,West Indies,Bangabandhu National Stadium,Yes,st R D Jacobs b R N Lewis,83,116,71.55,,2841,41.17,69.19
81,06-11-1998,Sri Lanka,Sharjah Cricket Stadium,Yes,c †R S Kaluwitharana b D N T Zoysa,5,15,33.33,,2846,40.66,69.06
82,08-11-1998,Zimbabwe,Sharjah Cricket Stadium,Yes,st A Flower b P A Strang,28,49,57.14,,2874,40.48,68.92
83,09-11-1998,Sri Lanka,Sharjah Cricket Stadium,Yes,run out,0,3,0,,2874,39.92,68.87
84,11-11-1998,Zimbabwe,Sharjah Cricket Stadium,Yes,lbw b H K Olonga,1,2,50,,2875,39.38,68.86
85,13-11-1998,Zimbabwe,Sharjah Cricket Stadium,Yes,not out,63*,90,70,,2938,40.25,68.89
86,09-01-1999,New Zealand,Owen Delany Park,Yes,c G R Larsen b D L Vettori,60,88,68.18,,2998,40.51,68.87
87,12-01-1999,New Zealand,McLean Park,Yes,c †A C Parore b D J Nash,38,60,63.33,,3036,40.48,68.8
88,14-01-1999,New Zealand,Basin Reserve,No,c C J Drum b D J Nash,0,9,0,,3036,39.95,68.66
89,16-01-1999,New Zealand,Eden Park,No,c †A C Parore b C L Cairns,50,74,67.57,,3086,40.08,68.64
90,19-01-1999,New Zealand,AMI Stadium,Yes,c M J Horne b S B Doull,60,50,120,,3146,40.33,69.2
91,22-03-1999,Sri Lanka,Vidarbha Cricket Association Ground,No,not out,130*,160,81.25,,3276,42,69.61
92,24-03-1999,Pakistan,Sawai Mansingh Stadium,No,c †Moin Khan b Shoaib Akhtar,13,20,65,,3289,41.63,69.59
93,30-03-1999,Sri Lanka,Nehru Stadium (Pune),No,c †H P Tillakaratne b U D U Chandana,65,91,71.43,,3354,41.93,69.63
94,01-04-1999,Pakistan,Punjab Cricket Association IS Bindra Stadium,Yes,c Shahid Afridi b Shahid Nazir,57,90,63.33,,3411,42.11,69.51
95,04-04-1999,Pakistan,M Chinnaswamy Stadium,Yes,c †Moin Khan b Wasim Akram,13,27,48.15,,3424,41.76,69.4
96,08-04-1999,Pakistan,Sharjah Cricket Stadium,Yes,lbw b Saqlain Mushtaq,26,46,56.52,,3450,41.57,69.28
97,09-04-1999,England,Sharjah Cricket Stadium,Yes,c †A J Stewart b D Gough,7,26,26.92,,3457,41.15,69.06
98,11-04-1999,England,Sharjah Cricket Stadium,Yes,b D Gough,2,6,33.33,,3459,40.69,69.01
99,16-04-1999,Pakistan,Sharjah Cricket Stadium,Yes,c Mohammad Yousuf b Arshad Khan,50,96,52.08,,3509,40.8,68.7
100,15-05-1999,South Africa,County Ground (Hove),No,run out,97,142,68.31,,3606,41.45,68.69
101,19-05-1999,Zimbabwe,Grace Road,No,c E A Brandes b N C Johnson,9,8,112.5,,3615,41.08,68.75
102,23-05-1999,Kenya,County Ground (Bristol),No,lbw b M A Suji,13,26,50,,3628,40.76,68.66
103,26-05-1999,Sri Lanka,The Cooper Associates County Ground,No,c sub b G P Wickramasinghe,183,158,115.82,,3811,42.34,70.03
104,29-05-1999,England,Edgbaston,No,run out,40,59,67.8,,3851,42.32,70.01
105,04-06-1999,Australia,Kennington Oval,No,b D W Fleming,8,12,66.67,,3859,41.95,70
106,12-06-1999,New Zealand,Trent Bridge,No,b G I Allott,29,62,46.77,,3888,41.81,69.74
107,23-08-1999,Australia,Galle International Stadium,No,lbw b J N Gillespie,10,29,34.48,,3898,41.47,69.56
108,25-08-1999,Sri Lanka,R Premadasa Stadium,Yes,run out,9,22,40.91,,3907,41.13,69.45
109,28-08-1999,Australia,Sinhalese Sports Club Ground,No,c S K Warne b G D McGrath,8,4,200,,3915,40.78,69.54
110,29-08-1999,Sri Lanka,Sinhalese Sports Club Ground,No,c R P Arnold b S T Jayasuriya,85,72,118.06,,4000,41.24,70.15
111,04-09-1999,Zimbabwe,Kallang Ground,No,c & b N C Johnson,6,9,66.67,,4006,40.88,70.15
112,05-09-1999,West Indies,Kallang Ground,No,st R D Jacobs b N A M McLean,32,46,69.57,,4038,40.79,70.14
113,07-09-1999,West Indies,Kallang Ground,No,run out,23,44,52.27,,4061,40.61,70.01
114,08-09-1999,West Indies,Kallang Ground,No,c M V Dillon b N O Perry,46,67,68.66,,4107,40.66,69.99
115,11-09-1999,West Indies,"Cricket, Skating & Curling Club",No,not out,54*,69,78.26,,4161,41.2,70.09
116,12-09-1999,West Indies,"Cricket, Skating & Curling Club",No,c S Chanderpaul b C D Collymore,1,6,16.67,,4162,40.8,70.03
117,14-09-1999,West Indies,"Cricket, Skating & Curling Club",No,b M V Dillon,34,63,53.97,,4196,40.74,69.86
118,26-09-1999,South Africa,Gymkhana Club Ground,No,c S M Pollock b D N Crookes,38,51,74.51,,4234,40.71,69.9
119,29-09-1999,Kenya,Gymkhana Club Ground,No,c T M Odoyo b M A Suji,21,38,55.26,,4255,40.52,69.81
120,01-10-1999,Zimbabwe,Gymkhana Club Ground,No,c A D R Campbell b H K Olonga,139,147,94.56,,4394,41.45,70.39
121,03-10-1999,South Africa,Gymkhana Club Ground,No,c †M V Boucher b S M Pollock,10,20,50,,4404,41.16,70.33
122,05-11-1999,New Zealand,Madhavrao Scindia Cricket Ground,No,c C Z Harris b S B O'Connor,41,44,93.18,,4445,41.16,70.49
123,08-11-1999,New Zealand,Lal Bahadur Shastri Stadium,No,run out,4,6,66.67,,4449,40.82,70.48
124,11-11-1999,New Zealand,Captain Roop Singh Stadium,No,not out,153*,150,102,,4602,42.22,71.22
125,14-11-1999,New Zealand,Nehru Stadium (Guwahati),No,lbw b C J Drum,17,18,94.44,,4619,41.99,71.28
126,17-11-1999,New Zealand,Arun Jaitley Stadium,No,st A C Parore b D L Vettori,86,110,78.18,,4705,42.39,71.4
127,10-01-2000,Pakistan,Brisbane Cricket Ground,Yes,b Shoaib Akhtar,61,101,60.4,,4766,42.55,71.23
128,12-01-2000,Australia,Melbourne Cricket Ground,Yes,run out,100,127,78.74,,4866,43.06,71.37
129,14-01-2000,Australia,Sydney Cricket Ground,Yes,c †A C Gilchrist b G D McGrath,5,9,55.56,,4871,42.73,71.35
130,21-01-2000,Pakistan,Bellerive Oval,No,c Shahid Afridi b Abdul Razzaq,43,55,78.18,,4914,42.73,71.4
131,25-01-2000,Pakistan,Adelaide Oval,Yes,lbw b Wasim Akram,141,144,97.92,,5055,43.58,71.95
132,26-01-2000,Australia,Adelaide Oval,Yes,c S Lee b G D McGrath,5,8,62.5,,5060,43.25,71.94
133,28-01-2000,Pakistan,WACA Ground,Yes,c †Moin Khan b Waqar Younis,1,3,33.33,,5061,42.89,71.92
134,09-03-2000,South Africa,Nehru Stadium (Kochi),No,c †M V Boucher b S M Pollock,31,28,110.71,,5092,42.79,72.07
135,12-03-2000,South Africa,Keenan Stadium,No,not out,105*,139,75.54,,5197,43.67,72.14
136,15-03-2000,South Africa,Nahar Singh Stadium,No,c †M V Boucher b S Elworthy,56,54,103.7,,5253,43.78,72.38
137,17-03-2000,South Africa,Reliance Stadium,No,c S M Pollock b P C Strydom,87,84,103.57,,5340,44.13,72.73
138,19-03-2000,South Africa,Vidarbha Cricket Association Ground,No,c S Elworthy b H S Williams,6,11,54.55,,5346,43.82,72.71
139,22-03-2000,South Africa,Sharjah Cricket Stadium,Yes,c N Boje b J H Kallis,27,29,93.1,,5373,43.68,72.79
140,23-03-2000,Pakistan,Sharjah Cricket Stadium,Yes,c †Moin Khan b Wasim Akram,25,32,78.13,,5398,43.53,72.81
141,26-03-2000,Pakistan,Sharjah Cricket Stadium,Yes,c & b Waqar Younis,7,12,58.33,,5405,43.24,72.78
142,27-03-2000,South Africa,Sharjah Cricket Stadium,Yes,c †M V Boucher b M Hayward,6,14,42.86,,5411,42.94,72.73
143,30-05-2000,Bangladesh,Bangabandhu National Stadium,Yes,not out,135*,124,108.87,,5546,44.02,73.32
144,01-06-2000,Sri Lanka,Bangabandhu National Stadium,Yes,c †R S Kaluwitharana b D N T Zoysa,13,26,50,,5559,43.77,73.24
145,03-06-2000,Pakistan,Bangabandhu National Stadium,Yes,c Mohammad Akram b Wasim Akram,8,18,44.44,,5567,43.49,73.17
146,03-10-2000,Kenya,Gymkhana Club Ground,No,st K O Otieno b M O Odumbe,66,101,65.35,,5633,43.67,73.07
147,07-10-2000,Australia,Gymkhana Club Ground,No,c †A C Gilchrist b J N Gillespie,24,42,57.14,,5657,43.52,72.98
148,13-10-2000,South Africa,Gymkhana Club Ground,No,not out,141*,142,99.3,,5798,44.6,73.46
149,15-10-2000,New Zealand,Gymkhana Club Ground,No,c C Z Harris b N J Astle,117,130,90,,5915,45.15,73.73
150,20-10-2000,Sri Lanka,Sharjah Cricket Stadium,Yes,c D A Gunawardene b W P U J C Vaas,17,24,70.83,,5932,44.94,73.72
151,22-10-2000,Zimbabwe,Sharjah Cricket Stadium,Yes,c †A Flower b T J Friend,18,29,62.07,,5950,44.74,73.68
152,26-10-2000,Zimbabwe,Sharjah Cricket Stadium,Yes,c sub b T J Friend,66,98,67.35,,6016,44.9,73.6
153,27-10-2000,Sri Lanka,Sharjah Cricket Stadium,Yes,c K C Sangakkara b W P U J C Vaas,1,3,33.33,,6017,44.57,73.58
154,29-10-2000,Sri Lanka,Sharjah Cricket Stadium,Yes,c S T Jayasuriya b W P U J C Vaas,3,13,23.08,,6020,44.26,73.5
155,02-12-2000,Zimbabwe,Barabati Stadium,No,c A D R Campbell b D P Viljoen,44,79,55.7,,6064,44.26,73.33
156,05-12-2000,Zimbabwe,Sardar Patel Stadium,No,c D A Marillier b D P Viljoen,144,152,94.74,,6208,44.99,73.72
157,08-12-2000,Zimbabwe,Barkatullah Khan Stadium,No,b B C Strang,5,9,55.56,,6213,44.7,73.7
158,11-12-2000,Zimbabwe,Green Park,No,not out,71*,68,104.41,,6284,45.21,73.95
159,25-03-2001,Australia,M Chinnaswamy Stadium,Yes,c M E Waugh b D W Fleming,6,27,22.22,,6290,44.93,73.78
160,28-03-2001,Australia,Nehru Stadium (Pune),No,b G D McGrath,4,15,26.67,,6294,44.64,73.7
161,31-03-2001,Australia,Nehru Stadium (Indore),No,c M G Bevan b D W Fleming,0,3,0,,6294,44.32,73.67
162,03-04-2001,Australia,Indira Priyadarshini Stadium,No,c S K Warne b N W Bracken,9,36,25,,6303,44.08,73.47
163,06-04-2001,Australia,Nehru Stadium (Margao),No,c R T Ponting b G D McGrath,74,83,89.16,,6377,44.28,73.62
164,24-06-2001,Zimbabwe,Harare Sports Club,No,c †T Taibu b H H Streak,2,5,40,,6379,43.99,73.6
165,27-06-2001,Zimbabwe,Queens Sports Club,No,c A D R Campbell b G W Flower,85,125,68,,6464,44.27,73.52
166,30-06-2001,West Indies,Queens Sports Club,No,c †R D Jacobs b C E Cuffy,20,51,39.22,,6484,44.11,73.32
167,04-07-2001,West Indies,Harare Sports Club,No,c D Ganga b M V Dillon,62,87,71.26,,6546,44.23,73.3
168,07-07-2001,West Indies,Harare Sports Club,No,lbw b C D Collymore,28,32,87.5,,6574,44.12,73.35
169,20-07-2001,New Zealand,R Premadasa Stadium,Yes,c C Z Harris b D R Tuffey,5,17,29.41,,6579,43.86,73.27
170,22-07-2001,Sri Lanka,R Premadasa Stadium,Yes,c S T Jayasuriya b R P Arnold,69,105,65.71,,6648,44.03,73.18
171,26-07-2001,New Zealand,R Premadasa Stadium,No,lbw b K D Mills,4,8,50,,6652,43.76,73.16
172,01-08-2001,Sri Lanka,Sinhalese Sports Club Ground,No,c K C Sangakkara b W P U J C Vaas,0,16,0,,6652,43.48,73.03
173,02-08-2001,New Zealand,Sinhalese Sports Club Ground,No,c S P Fleming b C Z Harris,64,103,62.14,,6716,43.61,72.91
174,05-08-2001,Sri Lanka,R Premadasa Stadium,Yes,c R P Arnold b C R D Fernando,1,7,14.29,,6717,43.34,72.87
175,05-10-2001,South Africa,Wanderers Stadium,Yes,c †M V Boucher b J M Kemp,127,126,100.79,,6844,43.87,73.24
176,10-10-2001,South Africa,SuperSport Park,Yes,c J H Kallis b S M Pollock,24,27,88.89,,6868,43.75,73.29
177,12-10-2001,Kenya,Mangaung Oval,Yes,did not bat,-,-,-,,6868,43.75,73.29
178,17-10-2001,Kenya,St George's Park,Yes,b T M Odoyo,24,35,68.57,,6892,43.62,73.27
179,19-10-2001,South Africa,Buffalo Park,Yes,c J H Kallis b N Boje,85,95,89.47,,6977,43.88,73.43
180,24-10-2001,Kenya,Boland Park,Yes,c B J Patel b T M Odoyo,111,124,89.52,,7088,44.3,73.64
181,26-10-2001,South Africa,Kingsmead,Yes,c †M V Boucher b S M Pollock,9,17,52.94,,7097,44.08,73.61
182,19-01-2002,England,Eden Gardens,Yes,c N Hussain b A Flintoff,42,58,72.41,,7139,44.07,73.6
183,22-01-2002,England,Barabati Stadium,No,c N V Knight b M J Hoggard,14,15,93.33,,7153,43.88,73.63
184,28-01-2002,England,Green Park,No,b D Gough,26,32,81.25,,7179,43.77,73.65
185,31-01-2002,England,Arun Jaitley Stadium,No,c sub b A F Giles,74,95,77.89,,7253,43.96,73.69
186,03-02-2002,England,Wankhede Stadium,Yes,b A F Giles,80,99,80.81,,7333,44.17,73.77
187,07-03-2002,Zimbabwe,Nahar Singh Stadium,No,st T Taibu b D A Marillier,57,70,81.43,,7390,44.25,73.82
188,10-03-2002,Zimbabwe,Punjab Cricket Association IS Bindra Stadium,Yes,run out,86,83,103.61,,7476,44.5,74.06
189,13-03-2002,Zimbabwe,Nehru Stadium (Kochi),No,b D T Hondo,11,21,52.38,,7487,44.3,74.02
190,16-03-2002,Zimbabwe,Lal Bahadur Shastri Stadium,Yes,c G W Flower b D T Hondo,7,16,43.75,,7494,44.08,73.97
191,19-03-2002,Zimbabwe,Nehru Stadium (Guwahati),No,c †T Taibu b H H Streak,28,31,90.32,,7522,43.99,74.02
192,29-05-2002,West Indies,Kensington Oval,No,c C L Hooper b C H Gayle,41,65,63.08,,7563,43.97,73.95
193,01-06-2002,West Indies,Queen's Park Oval,No,lbw b C D Collymore,39,44,88.64,,7602,43.94,74.01
194,02-06-2002,West Indies,Queen's Park Oval,No,c R R Sarwan b M V Dillon,56,80,70,,7658,44.01,73.98
195,29-06-2002,England,Lord's,No,c R J Kirtley b A F Giles,43,67,64.18,,7701,44.01,73.92
196,30-06-2002,Sri Lanka,Kennington Oval,No,lbw b W P U J C Vaas,7,10,70,,7708,43.8,73.92
197,04-07-2002,England,Riverside Ground,Yes,lbw b D Gough,0,1,0,,7708,43.55,73.91
198,06-07-2002,Sri Lanka,Edgbaston,No,c †R S Kaluwitharana b G P Wickramasinghe,24,51,47.06,,7732,43.44,73.78
199,09-07-2002,England,Kennington Oval,No,c A Flintoff b A J Tudor,6,10,60,,7738,43.23,73.77
200,11-07-2002,Sri Lanka,County Ground (Bristol),Yes,run out,9,19,47.37,,7747,43.04,73.72
201,13-07-2002,England,Lord's,No,b A J Tudor,60,43,139.53,,7807,43.13,73.99
202,14-09-2002,Zimbabwe,R Premadasa Stadium,No,c A D R Campbell b D T Hondo,13,12,108.33,,7820,42.97,74.02
203,22-09-2002,England,R Premadasa Stadium,Yes,not out,117*,109,107.34,,7937,43.61,74.37
204,25-09-2002,South Africa,R Premadasa Stadium,Yes,c H H Dippenaar b M Ntini,13,13,100,,7950,43.44,74.4
205,29-09-2002,Sri Lanka,R Premadasa Stadium,Yes,did not bat,-,-,-,,7950,43.44,74.4
206,30-09-2002,Sri Lanka,R Premadasa Stadium,Yes,did not bat,-,-,-,,7950,43.44,74.4
207,06-11-2002,West Indies,Keenan Stadium,No,b P T Collins,16,33,48.48,,7966,43.29,74.32
208,09-11-2002,West Indies,Vidarbha Cricket Association Ground,No,c V C Drakes b M V Nagamootoo,78,99,78.79,,8044,43.48,74.36
209,12-11-2002,West Indies,Madhavrao Scindia Cricket Ground,No,c S Chanderpaul b V C Drakes,72,83,86.75,,8116,43.63,74.45
210,15-11-2002,West Indies,Sardar Patel Stadium,No,c †R D Jacobs b P T Collins,28,16,175,,8144,43.55,74.6
211,18-11-2002,West Indies,Reliance Stadium,No,b C L Hooper,53,55,96.36,,8197,43.6,74.71
212,26-12-2002,New Zealand,Eden Park,Yes,b J D P Oram,14,14,100,,8211,43.44,74.74
213,29-12-2002,New Zealand,McLean Park,No,b D R Tuffey,0,3,0,,8211,43.22,74.72
214,01-01-2003,New Zealand,AMI Stadium,Yes,c †B B McCullum b D R Tuffey,4,24,16.67,,8215,43.01,74.59
215,04-01-2003,New Zealand,Queenstown Events Centre,No,c K D Mills b D R Tuffey,2,13,15.38,,8217,42.8,74.52
216,08-01-2003,New Zealand,Westpac Stadium,Yes,c †B B McCullum b D R Tuffey,0,1,0,,8217,42.58,74.52
217,11-01-2003,New Zealand,Eden Park,Yes,c †B B McCullum b A R Adams,23,44,52.27,,8240,42.47,74.43
218,14-01-2003,New Zealand,Seddon Park,Yes,b A R Adams,15,39,38.46,,8255,42.33,74.3
219,12-02-2003,Netherlands,Boland Park,No,c †J Smits b R P Lefebvre,8,32,25,,8263,42.16,74.16
220,15-02-2003,Australia,SuperSport Park,No,c †A C Gilchrist b B Lee,9,21,42.86,,8272,41.99,74.1
221,19-02-2003,Zimbabwe,Harare Sports Club,No,c H H Streak b A M Blignaut,24,36,66.67,,8296,41.9,74.08
222,23-02-2003,Namibia,City Oval,No,not out,112*,119,94.12,,8408,42.46,74.29
223,26-02-2003,England,Kingsmead,Yes,c M E Trescothick b C White,19,38,50,,8427,42.35,74.21
224,01-03-2003,Pakistan,SuperSport Park,No,lbw b Waqar Younis,0,1,0,,8427,42.14,74.2
225,07-03-2003,Kenya,Newlands,Yes,not out,107*,120,89.17,,8534,42.67,74.36
226,10-03-2003,Sri Lanka,Wanderers Stadium,No,b W P U J C Vaas,48,53,90.57,,8582,42.7,74.43
227,14-03-2003,New Zealand,SuperSport Park,No,b S E Bond,3,6,50,,8585,42.5,74.42
