,Date,Versus,Ground,D/N*,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
94,09-04-2002,South Africa,Newlands,Yes,c G C Smith b J H Kallis,24,19,126.32,,2116,39.19,79.4
95,12-06-2002,Pakistan,Etihad Stadium,Yes,not out,18*,30,60,,2134,39.52,79.18
96,15-06-2002,Pakistan,Etihad Stadium,Yes,c Imran Nazir b Shahid Afridi,56,87,64.37,,2190,39.82,78.72
97,19-06-2002,Pakistan,Brisbane Cricket Ground,Yes,c Saeed Anwar b Shoaib Akhtar,10,14,71.43,,2200,39.29,78.68
98,30-08-2002,Pakistan,Gymkhana Club Ground,No,b Shahid Afridi,12,13,92.31,,2212,38.81,78.75
99,02-09-2002,Kenya,Gymkhana Club Ground,No,did not bat,-,-,-,,2212,38.81,78.75
100,04-09-2002,Pakistan,Gymkhana Club Ground,No,not out,20*,29,68.97,,2232,39.16,78.65
101,05-09-2002,Kenya,Gymkhana Club Ground,No,did not bat,-,-,-,,2232,39.16,78.65
102,07-09-2002,Pakistan,Gymkhana Club Ground,No,did not bat,-,-,-,,2232,39.16,78.65
103,15-09-2002,New Zealand,Sinhalese Sports Club Ground,No,c C Z Harris b S E Bond,73,87,83.91,,2305,39.74,78.8
104,27-09-2002,Sri Lanka,R Premadasa Stadium,Yes,run out,28,47,59.57,,2333,39.54,78.5
105,13-12-2002,England,Sydney Cricket Ground,Yes,not out,46*,56,82.14,,2379,40.32,78.57
106,15-12-2002,England,Melbourne Cricket Ground,Yes,c G J Batty b C White,9,12,75,,2388,39.8,78.55
107,22-12-2002,Sri Lanka,WACA Ground,Yes,c R P Arnold b R A P Nissanka,9,13,69.23,,2397,39.3,78.51
108,09-01-2003,Sri Lanka,Sydney Cricket Ground,Yes,b S T Jayasuriya,40,69,57.97,,2437,39.31,78.06
109,11-01-2003,England,Bellerive Oval,No,not out,101*,114,88.6,,2538,40.94,78.43
110,15-01-2003,Sri Lanka,Brisbane Cricket Ground,Yes,b M Muralitharan,1,7,14.29,,2539,40.3,78.29
111,19-01-2003,England,Adelaide Oval,Yes,c P D Collingwood b I D Blackwell,59,102,57.84,,2598,40.59,77.67
112,23-01-2003,England,Sydney Cricket Ground,Yes,did not bat,-,-,-,,2598,40.59,77.67
113,25-01-2003,England,Melbourne Cricket Ground,Yes,c †A J Stewart b A R Caddick,11,14,78.57,,2609,40.14,77.67
114,11-02-2003,Pakistan,Wanderers Stadium,No,b Wasim Akram,0,1,0,,2609,39.53,77.65
115,15-02-2003,India,SuperSport Park,No,did not bat,-,-,-,,2609,39.53,77.65
116,20-02-2003,Netherlands,Senwes Park,No,not out,67*,76,88.16,,2676,40.55,77.88
117,24-02-2003,Zimbabwe,Queens Sports Club,No,not out,50*,70,71.43,,2726,41.3,77.75
118,27-02-2003,Namibia,Senwes Park,No,b B L Kotze,35,50,70,,2761,41.21,77.64
119,02-03-2003,England,St George's Park,No,lbw b A R Caddick,0,3,0,,2761,40.6,77.58
120,07-03-2003,Sri Lanka,SuperSport Park,No,b C R D Fernando,52,58,89.66,,2813,40.77,77.77
121,11-03-2003,New Zealand,St George's Park,No,c †B B McCullum b S E Bond,31,53,58.49,,2844,40.63,77.49
122,15-03-2003,Kenya,Kingsmead,Yes,did not bat,-,-,-,,2844,40.63,77.49
