,Date,Versus,Ground,D/N*,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
19,01-01-1996,West Indies,Sydney Cricket Ground,Yes,not out,78*,88,88.64,,604,75.5,78.44
20,07-01-1996,West Indies,Brisbane Cricket Ground,No,run out,17,32,53.13,,621,69,77.43
21,09-01-1996,Sri Lanka,Melbourne Cricket Ground,Yes,not out,65*,87,74.71,,686,76.22,77.17
22,12-01-1996,Sri Lanka,WACA Ground,Yes,not out,1*,2,50,,687,76.33,77.1
23,16-01-1996,Sri Lanka,Melbourne Cricket Ground,Yes,not out,43*,37,116.22,,730,81.11,78.66
24,18-01-1996,Sri Lanka,Melbourne Cricket Ground,Yes,c R S Mahanama b K R Pushpakumara,59,101,58.42,,789,78.9,76.68
25,20-01-1996,Sri Lanka,Sydney Cricket Ground,Yes,not out,32*,34,94.12,,821,82.1,77.23
26,23-02-1996,Kenya,Indira Priyadarshini Stadium,No,b R W Ali,12,12,100,,833,75.73,77.49
27,27-02-1996,India,Wankhede Stadium,Yes,run out,6,5,120,,839,69.92,77.69
28,01-03-1996,Zimbabwe,Vidarbha Cricket Association Ground,No,did not bat,-,-,-,,839,69.92,77.69
29,04-03-1996,West Indies,Sawai Mansingh Stadium,No,run out,2,3,66.67,,841,64.69,77.65
30,11-03-1996,New Zealand,MA Chidambaram Stadium,Yes,did not bat,-,-,-,,841,64.69,77.65
31,14-03-1996,West Indies,Punjab Cricket Association IS Bindra Stadium,Yes,c R B Richardson b R A Harper,69,110,62.73,,910,65,76.28
32,17-03-1996,Sri Lanka,Gaddafi Stadium,Yes,not out,36*,49,73.47,,946,67.57,76.17
33,26-08-1996,Zimbabwe,R Premadasa Stadium,Yes,c A D R Campbell b E A Brandes,9,8,112.5,,955,63.67,76.4
34,30-08-1996,Sri Lanka,R Premadasa Stadium,Yes,c W P U J C Vaas b U D U Chandana,56,78,71.79,,1011,63.19,76.13
35,06-09-1996,India,Sinhalese Sports Club Ground,No,not out,12*,9,133.33,,1023,63.94,76.51
36,07-09-1996,Sri Lanka,R Premadasa Stadium,No,b H D P K Dharmasena,7,11,63.64,,1030,60.59,76.41
37,19-10-1996,South Africa,Nehru Stadium (Indore),No,b A A Donald,56,76,73.68,,1086,60.33,76.26
38,21-10-1996,India,M Chinnaswamy Stadium,Yes,c A Kumble b B K V Prasad,36,49,73.47,,1122,59.05,76.17
39,25-10-1996,South Africa,Nahar Singh Stadium,No,c A C Hudson b N Boje,12,15,80,,1134,56.7,76.21
40,01-11-1996,South Africa,Nehru Stadium (Guwahati),No,c P L Symcox b A A Donald,79,95,83.16,,1213,57.76,76.63
41,03-11-1996,India,Punjab Cricket Association IS Bindra Stadium,Yes,b B K V Prasad,40,43,93.02,,1253,56.95,77.06
42,06-12-1996,West Indies,Melbourne Cricket Ground,Yes,st J R Murray b C L Hooper,3,16,18.75,,1256,54.61,76.49
43,08-12-1996,West Indies,Sydney Cricket Ground,Yes,did not bat,-,-,-,,1256,54.61,76.49
44,15-12-1996,Pakistan,Adelaide Oval,No,b Wasim Akram,30,47,63.83,,1286,53.58,76.14
45,01-01-1997,Pakistan,Sydney Cricket Ground,Yes,c & b Shahid Afridi,27,42,64.29,,1313,52.52,75.85
46,05-01-1997,West Indies,Brisbane Cricket Ground,Yes,not out,18*,22,81.82,,1331,53.24,75.93
47,07-01-1997,Pakistan,Bellerive Oval,No,lbw b Wasim Akram,24,83,28.92,,1355,52.12,73.8
48,12-01-1997,West Indies,WACA Ground,No,c A F G Griffith b C E L Ambrose,35,33,106.06,,1390,51.48,74.37
49,16-01-1997,Pakistan,Melbourne Cricket Ground,Yes,not out,79*,142,55.63,,1469,54.41,73.05
50,29-03-1997,South Africa,Buffalo Park,No,not out,51*,60,85,,1520,56.3,73.39
51,31-03-1997,South Africa,St George's Park,No,did not bat,-,-,-,,1520,56.3,73.39
52,02-04-1997,South Africa,Newlands,Yes,c J H Kallis b S M Pollock,82,102,80.39,,1602,57.21,73.72
53,05-04-1997,South Africa,Kingsmead,Yes,run out,0,4,0,,1602,55.24,73.59
54,08-04-1997,South Africa,Wanderers Stadium,Yes,c D J Cullinan b A A Donald,32,35,91.43,,1634,54.47,73.87
55,10-04-1997,South Africa,SuperSport Park,Yes,lbw b R E Bryson,103,95,108.42,,1737,56.03,75.29
56,13-04-1997,South Africa,Mangaung Oval,No,c L Klusener b P L Symcox,29,27,107.41,,1766,55.19,75.66
57,22-05-1997,England,Headingley,No,run out,30,56,53.57,,1796,54.42,75.15
58,24-05-1997,England,Kennington Oval,No,not out,108*,129,83.72,,1904,57.7,75.59
59,25-05-1997,England,Lord's,No,c sub b D Gough,8,10,80,,1912,56.24,75.6
60,04-12-1997,South Africa,Sydney Cricket Ground,Yes,st D J Richardson b P L Symcox,16,31,51.61,,1928,55.09,75.31
61,07-12-1997,New Zealand,Adelaide Oval,Yes,not out,25*,23,108.7,,1953,55.8,75.61
62,09-12-1997,South Africa,Melbourne Cricket Ground,Yes,c J N Rhodes b B M McMillan,19,39,48.72,,1972,54.78,75.21
63,17-12-1997,New Zealand,Melbourne Cricket Ground,Yes,c N J Astle b C L Cairns,42,83,50.6,,2014,54.43,74.45
64,11-01-1998,South Africa,Brisbane Cricket Ground,Yes,not out,45*,46,97.83,,2059,55.65,74.85
65,14-01-1998,New Zealand,Sydney Cricket Ground,No,c & b C Z Harris,25,30,83.33,,2084,54.84,74.94
66,18-01-1998,South Africa,WACA Ground,Yes,c D J Cullinan b B M McMillan,26,41,63.41,,2110,54.1,74.77
67,21-01-1998,New Zealand,Melbourne Cricket Ground,No,did not bat,-,-,-,,2110,54.1,74.77
68,23-01-1998,South Africa,Melbourne Cricket Ground,Yes,run out,57,68,83.82,,2167,54.18,74.98
69,26-01-1998,South Africa,Sydney Cricket Ground,Yes,did not bat,-,-,-,,2167,54.18,74.98
70,27-01-1998,South Africa,Sydney Cricket Ground,Yes,not out,36*,30,120,,2203,55.08,75.45
71,08-02-1998,New Zealand,AMI Stadium,Yes,did not bat,-,-,-,,2203,55.08,75.45
72,10-02-1998,New Zealand,Basin Reserve,No,run out,39,39,100,,2242,54.68,75.77
73,12-02-1998,New Zealand,McLean Park,Yes,run out,10,15,66.67,,2252,53.62,75.72
74,14-02-1998,New Zealand,Eden Park,No,c D J Nash b S B Doull,37,52,71.15,,2289,53.23,75.64
75,01-04-1998,India,Nehru Stadium (Kochi),No,st N R Mongia b S R Tendulkar,65,82,79.27,,2354,53.5,75.74
76,03-04-1998,Zimbabwe,Sardar Patel Stadium,No,c H H Streak b C N Evans,65,76,85.53,,2419,53.76,75.97
77,07-04-1998,India,Green Park,No,b H H Kanitkar,16,25,64,,2435,52.93,75.88
78,11-04-1998,Zimbabwe,Arun Jaitley Stadium,No,not out,33*,25,132,,2468,53.65,76.31
79,14-04-1998,India,Arun Jaitley Stadium,No,not out,75*,127,59.06,,2543,55.28,75.66
80,18-04-1998,New Zealand,Sharjah Cricket Stadium,Yes,not out,15*,21,71.43,,2558,55.61,75.64
81,19-04-1998,India,Sharjah Cricket Stadium,Yes,c A Jadeja b A Kumble,58,83,69.88,,2616,55.66,75.5
82,21-04-1998,New Zealand,Sharjah Cricket Stadium,Yes,c †A C Parore b D J Nash,57,64,89.06,,2673,55.69,75.74
83,22-04-1998,India,Sharjah Cricket Stadium,Yes,not out,101*,103,98.06,,2774,57.79,76.38
84,24-04-1998,India,Sharjah Cricket Stadium,Yes,run out,45,63,71.43,,2819,57.53,76.29
85,28-10-1998,India,Bangabandhu National Stadium,Yes,b S R Tendulkar,8,14,57.14,,2827,56.54,76.22
86,06-11-1998,Pakistan,National Stadium (Karachi),No,c Aamir Sohail b Arshad Khan,83,78,106.41,,2910,57.06,76.84
87,08-11-1998,Pakistan,Arbab Niaz Stadium,No,not out,57*,83,68.67,,2967,58.18,76.67
88,10-11-1998,Pakistan,Gaddafi Stadium,No,not out,6*,9,66.67,,2973,58.29,76.64
89,10-01-1999,England,Brisbane Cricket Ground,Yes,not out,56*,76,73.68,,3029,59.39,76.59
90,13-01-1999,Sri Lanka,Sydney Cricket Ground,Yes,did not bat,-,-,-,,3029,59.39,76.59
91,15-01-1999,England,Melbourne Cricket Ground,Yes,did not bat,-,-,-,,3029,59.39,76.59
92,17-01-1999,England,Sydney Cricket Ground,Yes,not out,45*,59,76.27,,3074,60.27,76.58
93,21-01-1999,Sri Lanka,Bellerive Oval,No,c †R S Kaluwitharana b M Muralitharan,18,23,78.26,,3092,59.46,76.59
94,31-01-1999,Sri Lanka,WACA Ground,No,not out,72*,65,110.77,,3164,60.85,77.13
95,05-02-1999,England,Sydney Cricket Ground,Yes,c M A Ealham b R D B Croft,0,4,0,,3164,59.7,77.06
96,07-02-1999,Sri Lanka,Melbourne Cricket Ground,Yes,not out,11*,13,84.62,,3175,59.91,77.08
97,10-02-1999,England,Sydney Cricket Ground,Yes,not out,69*,74,93.24,,3244,61.21,77.37
98,11-04-1999,West Indies,Arnos Vale Ground,No,c †J C Adams b H R Bryan,1,7,14.29,,3245,60.09,77.26
99,14-04-1999,West Indies,National Cricket Stadium (Grenada),No,not out,72*,74,97.3,,3317,61.43,77.61
100,17-04-1999,West Indies,Queen's Park Oval,No,not out,29*,22,131.82,,3346,61.96,77.89
101,18-04-1999,West Indies,Queen's Park Oval,No,not out,59*,103,57.28,,3405,63.06,77.4
102,21-04-1999,West Indies,Bourda,No,b P V Simmons,10,15,66.67,,3415,62.09,77.37
103,24-04-1999,West Indies,Kensington Oval,No,not out,35*,50,70,,3450,62.73,77.28
104,25-04-1999,West Indies,Kensington Oval,No,run out,34,38,89.47,,3484,62.21,77.39
105,16-05-1999,Scotland,New Road,No,not out,11*,14,78.57,,3495,62.41,77.39
106,20-05-1999,New Zealand,Sophia Gardens,No,b G I Allott,21,32,65.63,,3516,61.68,77.31
107,23-05-1999,Pakistan,Headingley,No,c Ijaz Ahmed b Wasim Akram,61,80,76.25,,3577,61.67,77.29
108,27-05-1999,Bangladesh,Riverside Ground,No,did not bat,-,-,-,,3577,61.67,77.29
109,30-05-1999,West Indies,Old Trafford,No,not out,20*,69,28.99,,3597,62.02,76.58
110,04-06-1999,India,Kennington Oval,No,c †N R Mongia b B K V Prasad,22,27,81.48,,3619,61.34,76.61
111,09-06-1999,Zimbabwe,Lord's,No,not out,37*,35,105.71,,3656,61.97,76.82
112,13-06-1999,South Africa,Headingley,No,c D J Cullinan b W J Cronje,27,33,81.82,,3683,61.38,76.86
113,17-06-1999,South Africa,Edgbaston,No,c †M V Boucher b S M Pollock,65,101,64.36,,3748,61.44,76.6
114,20-06-1999,Pakistan,Lord's,No,did not bat,-,-,-,,3748,61.44,76.6
115,22-08-1999,Sri Lanka,Galle International Stadium,No,not out,42*,44,95.45,,3790,62.13,76.77
116,23-08-1999,India,Galle International Stadium,No,did not bat,-,-,-,,3790,62.13,76.77
117,26-08-1999,Sri Lanka,R Premadasa Stadium,Yes,b M Muralitharan,23,33,69.7,,3813,61.5,76.72
118,28-08-1999,India,Sinhalese Sports Club Ground,No,b B K V Prasad,7,11,63.64,,3820,60.63,76.69
119,31-08-1999,Sri Lanka,R Premadasa Stadium,Yes,b U D U Chandana,0,1,0,,3820,59.69,76.68
120,21-10-1999,Zimbabwe,Queens Sports Club,No,st A Flower b G B Brent,25,29,86.21,,3845,59.15,76.73
121,23-10-1999,Zimbabwe,Harare Sports Club,No,did not bat,-,-,-,,3845,59.15,76.73
122,24-10-1999,Zimbabwe,Harare Sports Club,No,not out,77*,107,71.96,,3922,60.34,76.63
123,09-01-2000,Pakistan,Brisbane Cricket Ground,Yes,not out,31*,76,40.79,,3953,60.82,76.11
124,12-01-2000,India,Melbourne Cricket Ground,Yes,c A B Agarkar b R R Singh,41,54,75.93,,3994,60.52,76.11
125,14-01-2000,India,Sydney Cricket Ground,Yes,c A Kumble b J Srinath,2,10,20,,3996,59.64,76
126,16-01-2000,Pakistan,Melbourne Cricket Ground,No,run out,15,47,31.91,,4011,58.99,75.61
127,19-01-2000,Pakistan,Sydney Cricket Ground,Yes,c Shoaib Akhtar b Azhar Mahmood,77,97,79.38,,4088,59.25,75.68
128,23-01-2000,Pakistan,Melbourne Cricket Ground,Yes,c †Moin Khan b Shahid Afridi,83,101,82.18,,4171,59.59,75.8
129,26-01-2000,India,Adelaide Oval,Yes,not out,11*,8,137.5,,4182,59.74,75.88
130,30-01-2000,India,WACA Ground,No,c S R Tendulkar b R R Singh,71,92,77.17,,4253,59.9,75.91
131,02-02-2000,Pakistan,Melbourne Cricket Ground,Yes,c Abdul Razzaq b Saqlain Mushtaq,54,102,52.94,,4307,59.82,75.5
132,04-02-2000,Pakistan,Sydney Cricket Ground,Yes,b Wasim Akram,3,4,75,,4310,59.04,75.49
133,17-02-2000,New Zealand,Westpac Stadium,Yes,did not bat,-,-,-,,4310,59.04,75.49
134,19-02-2000,New Zealand,Eden Park,Yes,c C L Cairns b P J Wiseman,8,25,32,,4318,58.35,75.31
135,23-02-2000,New Zealand,Carisbrook,Yes,c C Z Harris b C L Cairns,52,50,104,,4370,58.27,75.55
136,26-02-2000,New Zealand,AMI Stadium,Yes,c W A Wisneski b D L Vettori,37,33,112.12,,4407,57.99,75.76
137,01-03-2000,New Zealand,McLean Park,Yes,c S B Styris b S B Doull,107,141,75.89,,4514,58.62,75.76
138,03-03-2000,New Zealand,Eden Park,Yes,c S P Fleming b S B Doull,2,14,14.29,,4516,57.9,75.62
139,12-04-2000,South Africa,Kingsmead,Yes,c †M V Boucher b M Ntini,31,57,54.39,,4547,57.56,75.42
140,14-04-2000,South Africa,Newlands,Yes,c †M V Boucher b M Hayward,39,60,65,,4586,57.33,75.32
141,16-04-2000,South Africa,Wanderers Stadium,No,b L Klusener,33,53,62.26,,4619,57.02,75.2
142,16-08-2000,South Africa,Etihad Stadium,Yes,c J H Kallis b S M Pollock,106,125,84.8,,4725,57.62,75.39
143,18-08-2000,South Africa,Etihad Stadium,Yes,c †M V Boucher b A J Hall,3,10,30,,4728,56.96,75.32
144,20-08-2000,South Africa,Etihad Stadium,No,run out,33,80,41.25,,4761,56.68,74.89
145,07-10-2000,India,Gymkhana Club Ground,No,run out,42,52,80.77,,4803,56.51,74.94
146,11-01-2001,West Indies,Melbourne Cricket Ground,Yes,c B C Lara b L R Williams,17,22,77.27,,4820,56.05,74.95
147,14-01-2001,West Indies,Brisbane Cricket Ground,Yes,did not bat,-,-,-,,4820,56.05,74.95
148,17-01-2001,West Indies,Sydney Cricket Ground,No,c S L Campbell b N A M McLean,31,55,56.36,,4851,55.76,74.79
149,21-01-2001,Zimbabwe,Melbourne Cricket Ground,No,not out,14*,16,87.5,,4865,55.92,74.82
150,26-01-2001,West Indies,Adelaide Oval,Yes,did not bat,-,-,-,,4865,55.92,74.82
151,28-01-2001,Zimbabwe,Sydney Cricket Ground,Yes,not out,74*,70,105.71,,4939,56.77,75.15
152,04-02-2001,Zimbabwe,WACA Ground,No,lbw b B A Murphy,44,56,78.57,,4983,56.63,75.18
153,07-02-2001,West Indies,Sydney Cricket Ground,Yes,c †R D Jacobs b L R Williams,23,34,67.65,,5006,56.25,75.14
154,09-02-2001,West Indies,Melbourne Cricket Ground,Yes,c L R Williams b M N Samuels,58,51,113.73,,5064,56.27,75.44
155,25-03-2001,India,M Chinnaswamy Stadium,Yes,c sub b S C Ganguly,49,56,87.5,,5113,56.19,75.54
156,28-03-2001,India,Nehru Stadium (Pune),No,not out,33*,52,63.46,,5146,56.55,75.44
157,31-03-2001,India,Nehru Stadium (Indore),No,b Harbhajan Singh,6,11,54.55,,5152,56,75.41
158,03-04-2001,India,Indira Priyadarshini Stadium,No,not out,43*,41,104.88,,5195,56.47,75.59
159,06-04-2001,India,Nehru Stadium (Margao),No,not out,87*,113,76.99,,5282,57.41,75.61
160,09-06-2001,Pakistan,Sophia Gardens,No,not out,56*,84,66.67,,5338,58.02,75.5
161,14-06-2001,England,Old Trafford,Yes,c †A J Stewart b A D Mullally,37,50,74,,5375,57.8,75.49
162,19-06-2001,Pakistan,Trent Bridge,Yes,b Waqar Younis,5,9,55.56,,5380,57.23,75.47
163,21-06-2001,England,Kennington Oval,No,not out,4*,11,36.36,,5384,57.28,75.41
164,23-06-2001,Pakistan,Lord's,No,did not bat,-,-,-,,5384,57.28,75.41
165,11-01-2002,New Zealand,Melbourne Cricket Ground,Yes,c J E C Franklin b S E Bond,27,46,58.7,,5411,56.96,75.3
166,13-01-2002,South Africa,Melbourne Cricket Ground,Yes,run out,10,32,31.25,,5421,56.47,75.1
167,17-01-2002,New Zealand,Sydney Cricket Ground,Yes,c S B Styris b C L Cairns,66,98,67.35,,5487,56.57,75
168,22-01-2002,South Africa,Sydney Cricket Ground,No,did not bat,-,-,-,,5487,56.57,75
169,26-01-2002,New Zealand,Adelaide Oval,Yes,c S E Bond b C Z Harris,45,62,72.58,,5532,56.45,74.98
170,29-01-2002,New Zealand,Melbourne Cricket Ground,Yes,not out,102*,95,107.37,,5634,57.49,75.39
171,03-02-2002,South Africa,WACA Ground,No,c S M Pollock b M Ntini,1,4,25,,5635,56.92,75.36
172,22-03-2002,South Africa,Wanderers Stadium,No,run out,18,25,72,,5653,56.53,75.35
173,03-04-2002,South Africa,Kingsmead,Yes,did not bat,-,-,-,,5653,56.53,75.35
174,06-04-2002,South Africa,St George's Park,No,not out,3*,4,75,,5656,56.56,75.35
175,09-04-2002,South Africa,Newlands,Yes,c S M Pollock b N Boje,55,61,90.16,,5711,56.54,75.47
176,12-06-2002,Pakistan,Etihad Stadium,Yes,did not bat,-,-,-,,5711,56.54,75.47
177,15-06-2002,Pakistan,Etihad Stadium,Yes,c †Rashid Latif b Shoaib Akhtar,30,52,57.69,,5741,56.28,75.35
178,19-06-2002,Pakistan,Brisbane Cricket Ground,Yes,c †Rashid Latif b Shoaib Akhtar,10,14,71.43,,5751,55.83,75.34
179,30-08-2002,Pakistan,Gymkhana Club Ground,No,not out,8*,5,160,,5759,55.91,75.4
180,02-09-2002,Kenya,Gymkhana Club Ground,No,not out,15*,17,88.24,,5774,56.06,75.43
181,04-09-2002,Pakistan,Gymkhana Club Ground,No,did not bat,-,-,-,,5774,56.06,75.43
182,05-09-2002,Kenya,Gymkhana Club Ground,No,c †D O Obuya b T M Odoyo,0,8,0,,5774,55.52,75.35
183,07-09-2002,Pakistan,Gymkhana Club Ground,No,did not bat,-,-,-,,5774,55.52,75.35
184,15-09-2002,New Zealand,Sinhalese Sports Club Ground,No,b J D P Oram,21,24,87.5,,5795,55.19,75.39
185,19-09-2002,Bangladesh,Sinhalese Sports Club Ground,No,did not bat,-,-,-,,5795,55.19,75.39
186,27-09-2002,Sri Lanka,R Premadasa Stadium,Yes,c R P Arnold b H D P K Dharmasena,12,37,32.43,,5807,54.78,75.18
187,13-12-2002,England,Sydney Cricket Ground,Yes,did not bat,-,-,-,,5807,54.78,75.18
188,15-12-2002,England,Melbourne Cricket Ground,Yes,b G J Batty,3,4,75,,5810,54.3,75.18
189,22-12-2002,Sri Lanka,WACA Ground,Yes,not out,40*,41,97.56,,5850,54.67,75.3
190,09-01-2003,Sri Lanka,Sydney Cricket Ground,Yes,c H P Tillakaratne b S T Jayasuriya,41,51,80.39,,5891,54.55,75.33
191,11-01-2003,England,Bellerive Oval,No,b I D Blackwell,52,87,59.77,,5943,54.52,75.16
192,15-01-2003,Sri Lanka,Brisbane Cricket Ground,Yes,not out,45*,79,56.96,,5988,54.94,74.98
193,19-01-2003,England,Adelaide Oval,Yes,c N V Knight b I D Blackwell,30,90,33.33,,6018,54.71,74.52
194,21-01-2003,Sri Lanka,Melbourne Cricket Ground,Yes,did not bat,-,-,-,,6018,54.71,74.52
195,23-01-2003,England,Sydney Cricket Ground,Yes,did not bat,-,-,-,,6018,54.71,74.52
196,25-01-2003,England,Melbourne Cricket Ground,Yes,retired hurt,10*,21,47.62,,6028,54.8,74.45
197,15-02-2003,India,SuperSport Park,No,did not bat,-,-,-,,6028,54.8,74.45
198,20-02-2003,Netherlands,Senwes Park,No,did not bat,-,-,-,,6028,54.8,74.45
199,24-02-2003,Zimbabwe,Queens Sports Club,No,did not bat,-,-,-,,6028,54.8,74.45
200,27-02-2003,Namibia,Senwes Park,No,c & b L J Burger,17,42,40.48,,6045,54.46,74.27
201,02-03-2003,England,St George's Park,No,not out,74*,126,58.73,,6119,55.13,74.04
202,07-03-2003,Sri Lanka,SuperSport Park,No,not out,1*,1,100,,6120,55.14,74.04
203,11-03-2003,New Zealand,St George's Park,No,c L Vincent b J D P Oram,56,94,59.57,,6176,55.14,73.88
204,18-03-2003,Sri Lanka,St George's Park,No,c †K C Sangakkara b S T Jayasuriya,0,1,0,,6176,54.65,73.87
