,Date,Versus,Ground,D/N*,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
32,17-10-2001,Kenya,St George's Park,Yes,c R D Shah b T M Odoyo,37,32,115.63,,155,11.92,88.57
33,19-10-2001,South Africa,Buffalo Park,Yes,c †M V Boucher b A Nel,7,9,77.78,,162,11.57,88.04
34,24-10-2001,Kenya,Boland Park,Yes,did not bat,-,-,-,,162,11.57,88.04
35,26-10-2001,South Africa,Kingsmead,Yes,c J M Kemp b S M Pollock,3,5,60,,165,11,87.3
36,19-01-2002,England,Eden Gardens,Yes,not out,18*,21,85.71,,183,12.2,87.14
37,22-01-2002,England,Barabati Stadium,No,lbw b J N Snape,6,6,100,,189,11.81,87.5
38,25-01-2002,England,MA Chidambaram Stadium,Yes,did not bat,-,-,-,,189,11.81,87.5
39,28-01-2002,England,Green Park,No,did not bat,-,-,-,,189,11.81,87.5
40,03-02-2002,England,Wankhede Stadium,Yes,c P D Collingwood b A Flintoff,5,11,45.45,,194,11.41,85.46
41,07-03-2002,Zimbabwe,Nahar Singh Stadium,No,did not bat,-,-,-,,194,11.41,85.46
42,10-03-2002,Zimbabwe,Punjab Cricket Association IS Bindra Stadium,Yes,not out,15*,9,166.67,,209,12.29,88.56
43,13-03-2002,Zimbabwe,Nehru Stadium (Kochi),No,not out,24*,28,85.71,,233,13.71,88.26
44,16-03-2002,Zimbabwe,Lal Bahadur Shastri Stadium,Yes,did not bat,-,-,-,,233,13.71,88.26
45,19-03-2002,Zimbabwe,Nehru Stadium (Guwahati),No,did not bat,-,-,-,,233,13.71,88.26
46,29-05-2002,West Indies,Kensington Oval,No,did not bat,-,-,-,,233,13.71,88.26
47,01-06-2002,West Indies,Queen's Park Oval,No,c †R D Jacobs b P T Collins,6,9,66.67,,239,13.28,87.55
48,02-06-2002,West Indies,Queen's Park Oval,No,not out,5*,6,83.33,,244,13.56,87.46
49,29-06-2002,England,Lord's,No,did not bat,-,-,-,,244,13.56,87.46
50,11-07-2002,Sri Lanka,County Ground (Bristol),Yes,run out,0,0,-,,244,12.84,87.46
51,13-07-2002,England,Lord's,No,b A Flintoff,15,13,115.38,,259,12.95,88.7
52,14-09-2002,Zimbabwe,R Premadasa Stadium,No,did not bat,-,-,-,,259,12.95,88.7
53,22-09-2002,England,R Premadasa Stadium,Yes,did not bat,-,-,-,,259,12.95,88.7
54,25-09-2002,South Africa,R Premadasa Stadium,Yes,b A A Donald,4,4,100,,263,12.52,88.85
55,29-09-2002,Sri Lanka,R Premadasa Stadium,Yes,did not bat,-,-,-,,263,12.52,88.85
56,30-09-2002,Sri Lanka,R Premadasa Stadium,Yes,did not bat,-,-,-,,263,12.52,88.85
57,06-11-2002,West Indies,Keenan Stadium,No,did not bat,-,-,-,,263,12.52,88.85
58,09-11-2002,West Indies,Vidarbha Cricket Association Ground,No,c sub b M V Nagamootoo,2,7,28.57,,265,12.05,87.46
59,12-11-2002,West Indies,Madhavrao Scindia Cricket Ground,No,did not bat,-,-,-,,265,12.05,87.46
60,15-11-2002,West Indies,Sardar Patel Stadium,No,did not bat,-,-,-,,265,12.05,87.46
61,18-11-2002,West Indies,Reliance Stadium,No,not out,1*,2,50,,266,12.09,87.21
62,29-12-2002,New Zealand,McLean Park,No,c †B B McCullum b P A Hitchcock,14,17,82.35,,280,12.17,86.96
63,01-01-2003,New Zealand,AMI Stadium,Yes,c L Vincent b P A Hitchcock,0,1,0,,280,11.67,86.69
64,12-02-2003,Netherlands,Boland Park,No,b T B M de Leede,13,8,162.5,,293,11.72,88.52
65,15-02-2003,Australia,SuperSport Park,No,lbw b G B Hogg,28,32,87.5,,321,12.35,88.43
66,19-02-2003,Zimbabwe,Harare Sports Club,No,c B A Murphy b H H Streak,3,5,60,,324,12,88.04
67,23-02-2003,Namibia,City Oval,No,did not bat,-,-,-,,324,12,88.04
68,26-02-2003,England,Kingsmead,Yes,not out,0*,1,0,,324,12,87.8
69,07-03-2003,Kenya,Newlands,Yes,did not bat,-,-,-,,324,12,87.8
70,10-03-2003,Sri Lanka,Wanderers Stadium,No,not out,7*,5,140,,331,12.26,88.5
71,14-03-2003,New Zealand,SuperSport Park,No,did not bat,-,-,-,,331,12.26,88.5
72,20-03-2003,Kenya,Kingsmead,Yes,did not bat,-,-,-,,331,12.26,88.5
